mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
290,長尾森,summit-candidate:ee9d736a090185dd,yamap_2022-04-22_17_29.gpx,碁石ヶ森,1188.1187548490348,1180,8.12,0.3105,3,10,0.051,false,false,low,high,high,resolve_conflict,boundary_tolerated_mismatch,松野町,,,"西予市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous|timezone_sensitive_activity_link,strong_evidence_with_mismatch|top_candidate_for_multiple_mountains,shared_candidate,"mountain=長尾森(#290); candidate=summit-candidate:ee9d736a090185dd; ref_score=0.3105; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch,top_candidate_for_multiple_mountains"
291,二箆山,summit-candidate:0a89128346167f6e,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1158.3666666666668,1169,10.63,0.7365,1,1,0,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,久万高原町,,久万高原町,"ササミネ林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=二箆山(#291); candidate=summit-candidate:0a89128346167f6e; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
291,二箆山,summit-candidate:67df63dc99cf8614,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1190.45,1169,21.45,0.7365,2,1,0.102,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,久万高原町,,久万高原町,"ササミネ林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=二箆山(#291); candidate=summit-candidate:67df63dc99cf8614; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
291,二箆山,summit-candidate:09c1602c02ce7f78,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1357.4633333333334,1169,188.46,0.6345,3,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=二箆山(#291); candidate=summit-candidate:09c1602c02ce7f78; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
292,西雑誌山,summit-candidate:aa8ff99fc3bd426d,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1347.9433333333334,1341,6.94,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,久万高原町,,久万高原町,"林道小田・池川線, 寄合, 仁淀川町, 吾川郡, 高知県, 781-1619, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=西雑誌山(#292); candidate=summit-candidate:aa8ff99fc3bd426d; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
292,西雑誌山,summit-candidate:09c1602c02ce7f78,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1357.4633333333334,1341,16.46,0.7365,2,1,0.102,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=西雑誌山(#292); candidate=summit-candidate:09c1602c02ce7f78; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
292,西雑誌山,summit-candidate:0a89128346167f6e,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1158.3666666666668,1341,182.63,0.6345,3,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"ササミネ林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=西雑誌山(#292); candidate=summit-candidate:0a89128346167f6e; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
293,気多山,summit-candidate:e010f98d2b23f547,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1212.5233333333333,1218,5.48,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,久万高原町,,久万高原町,"大成, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=気多山(#293); candidate=summit-candidate:e010f98d2b23f547; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
293,気多山,summit-candidate:3f404ba3e31c8b54,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1478.8966666666668,1218,260.9,0.6345,2,1,0,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=気多山(#293); candidate=summit-candidate:3f404ba3e31c8b54; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
293,気多山,summit-candidate:76cc7bb75549e7a1,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1709.1566666666668,1218,491.16,0.6345,3,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=気多山(#293); candidate=summit-candidate:76cc7bb75549e7a1; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
294,八辻ノ峰,summit-candidate:76cc7bb75549e7a1,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1709.1566666666668,1724,14.84,0.7365,1,2,0.102,false,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=八辻ノ峰(#294); candidate=summit-candidate:76cc7bb75549e7a1; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
294,八辻ノ峰,summit-candidate:3f404ba3e31c8b54,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1478.8966666666668,1724,245.1,0.6345,2,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=八辻ノ峰(#294); candidate=summit-candidate:3f404ba3e31c8b54; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
294,八辻ノ峰,summit-candidate:83056c3652757f25,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1281.8966666666665,1724,442.1,0.6345,3,2,0,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"大成, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=八辻ノ峰(#294); candidate=summit-candidate:83056c3652757f25; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
295,五代ヶ森,summit-candidate:76cc7bb75549e7a1,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1709.1566666666668,1711,1.84,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=五代ヶ森(#295); candidate=summit-candidate:76cc7bb75549e7a1; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
295,五代ヶ森,summit-candidate:3f404ba3e31c8b54,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1478.8966666666668,1711,232.1,0.6345,2,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=五代ヶ森(#295); candidate=summit-candidate:3f404ba3e31c8b54; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
295,五代ヶ森,summit-candidate:83056c3652757f25,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,1281.8966666666665,1711,429.1,0.6345,3,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"大成, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=五代ヶ森(#295); candidate=summit-candidate:83056c3652757f25; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
296,桂ヶ森,summit-candidate:c210f415fc55501f,yamap_2024-04-27_08_04.gpx,桂ヶ森,1220.0333333333335,1224,3.97,0.7875,1,1,0.2975,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,久万高原町,,久万高原町,"二名, 久万高原町, 上浮穴郡, 愛媛県, 791-1222, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=桂ヶ森(#296); candidate=summit-candidate:c210f415fc55501f; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
296,桂ヶ森,summit-candidate:2b97141dc260a078,yamap_2022-05-15_06_10.gpx,割石東山・青滝山・堂ヶ森,1232.6866666666667,1224,8.69,0.49,2,4,0,false,false,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=桂ヶ森(#296); candidate=summit-candidate:2b97141dc260a078; ref_score=0.49; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
296,桂ヶ森,summit-candidate:c4504025c94f843c,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,1215.0715256104047,1224,8.93,0.49,3,4,0.051,false,false,low,medium,low,low_priority,exact_municipality_match,久万高原町,,久万高原町,"中組, 久万高原町, 上浮穴郡, 愛媛県, 791-1701, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=桂ヶ森(#296); candidate=summit-candidate:c4504025c94f843c; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
297,狼ヶ城山,summit-candidate:95a8fa74fd4af7b0,yamap_2024-04-28_07_11.gpx,狼ヶ城山,1376.7700000000002,1380,3.23,0.7875,1,1,0.2975,true,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"狼ヶ城林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=狼ヶ城山(#297); candidate=summit-candidate:95a8fa74fd4af7b0; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
297,狼ヶ城山,summit-candidate:b73a23fa4b3abc39,yamap_2023-09-06_13_30.gpx,冠岳,1375.6266666666668,1380,4.37,0.49,2,4,0.035,false,false,low,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"石鎚スカイライン, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=狼ヶ城山(#297); candidate=summit-candidate:b73a23fa4b3abc39; ref_score=0.49; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
297,狼ヶ城山,summit-candidate:498b9618ca98fa34,yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,854.2033333333333,1380,525.8,0.455,3,3,0,false,true,low,high,high,check_location_warning,boundary_tolerated_mismatch,久万高原町,,,"内子町, 喜多郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,location_mismatch_warning,mountain=狼ヶ城山(#297); candidate=summit-candidate:498b9618ca98fa34; ref_score=0.455; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
298,日浦嶺,summit-candidate:95a8fa74fd4af7b0,yamap_2024-04-28_07_11.gpx,狼ヶ城山,1376.7700000000002,901,475.77,0.6345,1,2,0.0265,false,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"狼ヶ城林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=日浦嶺(#298); candidate=summit-candidate:95a8fa74fd4af7b0; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
298,日浦嶺,summit-candidate:606168b97944fce5,yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,900.0566666666667,901,0.94,0.608,2,1,0.102,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,久万高原町,,,"内子町, 喜多郡, 愛媛県, 791-3521, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,small_score_gap,mountain=日浦嶺(#298); candidate=summit-candidate:606168b97944fce5; ref_score=0.608; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
298,日浦嶺,summit-candidate:498b9618ca98fa34,yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,854.2033333333333,901,46.8,0.506,3,2,0.016,false,true,medium,high,high,check_location_warning,boundary_tolerated_mismatch,久万高原町,,,"内子町, 喜多郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,location_mismatch_warning,mountain=日浦嶺(#298); candidate=summit-candidate:498b9618ca98fa34; ref_score=0.506; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
299,打越山,summit-candidate:95a8fa74fd4af7b0,yamap_2024-04-28_07_11.gpx,狼ヶ城山,1376.7700000000002,860,516.77,0.6345,1,3,0.0265,false,true,medium,high,high,resolve_conflict,exact_municipality_match,久万高原町,,久万高原町,"狼ヶ城林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=打越山(#299); candidate=summit-candidate:95a8fa74fd4af7b0; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
